Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
119%,138%,83.71,22.65,36.84,-8.12,62.3,-0.01,0.11
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,198.64,-7.31,16.57,0.33,11.77,,
,259%,120.55,51.74,30.2,-0.2,19.66,0.67,
,135%,123.94,16.13,29.28,0.56,18.71,-0.05,0.59
,147%,104.71,17.9,37.62,0.65,23.99,0.28,0.22
,45%,215.32,2.87,14.81,0.24,9.53,-0.6,-0.49
,87%,79.7,15.09,29.99,0.32,19.31,1.03,-0.2
225%,78%,102.8,8.59,30.16,1.36,19.32,0,1.03
141%,61%,161.56,7.29,19.66,1.27,12.98,-0.33,-0.33
112%,61%,154.99,11.58,18.55,1.32,12.62,-0.03,-0.35
145%,104%,97.98,13.3,24.93,2.5,17.82,0.41,0.37
130%,130%,101.35,13.25,29.21,17.19,22.93,0.29,0.82
100%,107%,153.94,18.28,20.66,-18.13,18.28,-0.2,0.03
137%,135%,94.44,12.46,23.11,266.3,24.29,0.33,0.06
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,, -   ,0,,0,,
,,, -   ,0,,0,,
100%,5%,"1,279.35",12.75,55.3,-0.62,36.86,,
73%,6%,"2,625.85",4.43,31.72,9.6,20.27,-0.45,
102%,51%,"1,872.77",9.87,39.39,2.43,28.83,0.42,-0.22
120%,63%,"1,527.09",17.17,61.31,0.6,40.87,0.42,1.02
96%,104%,"1,880.75",21.16,55.86,0.68,34.91,-0.15,0.21
87%,84%,"2,101.32",5.75,51.02,0.49,34.01,-0.03,-0.17
109%,67%,"2,409.78",3.96,52.21,0.32,34.25,0.01,-0.02
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,3.53,132,52.71,1.26,96.49,,
,,3.59,82.66,122.61,2.1,207.63,1.15,
,,5.61,46.73,142.2,0.78,232.46,0.12,1.41
,,5.88,52.03,216.33,0.88,346.08,0.49,0.67
182%,132%,14.95,23.12,96.83,1.37,153.97,-0.56,-0.34
198%,194%,8.85,30.38,121.57,4.15,310.29,1.02,-0.1
154%,143%,33.63,22.58,116.54,-28.48,297.27,-0.04,0.93
132%,126%,27.57,21.7,126.75,4.63,323.26,0.09,0.04
122%,119%,40.5,21.91,138.92,1.71,354.04,0.1,0.19
173%,161%,28.36,29.85,220,2.07,560.89,0.58,0.74
159%,134%,32.01,25.52,357.06,1.94,524.96,-0.06,0.48
208%,173%,25.45,33.23,521.62,2.07,758.88,0.45,0.35
164%,153%,18.8,27.86,524.98,4.06,761.68,0,0.45
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,3.53,132,52.71,1.26,96.49,,
,,3.59,82.66,122.61,2.1,207.63,1.15,
,,5.61,46.73,142.2,0.78,232.46,0.12,1.41
,,5.88,52.03,216.33,0.88,346.08,0.49,0.67
182%,132%,14.95,23.12,96.83,1.37,153.97,-0.56,-0.34
198%,194%,8.85,30.38,121.57,4.15,310.29,1.02,-0.1
154%,143%,33.63,22.58,116.54,-28.48,297.27,-0.04,0.93
132%,126%,27.57,21.7,126.75,4.63,323.26,0.09,0.04
122%,119%,40.5,21.91,138.92,1.71,354.04,0.1,0.19
173%,161%,28.36,29.85,220,2.07,560.89,0.58,0.74
161%,135%,31.67,25.8,360.97,1.94,530.7,-0.05,0.5
213%,177%,24.82,34.06,534.77,2.07,778.01,0.47,0.39
167%,157%,18.36,28.54,537.76,4.06,780.23,0,0.47
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
118%,129%,25.71,19.58,7.71,3.96,44.06,,
105%,122%,28.44,17.57,7.6,4.68,43.92,0,
116%,116%,25.27,17.18,8.09,-45.19,47.43,0.08,0.08
106%,109%,32.88,15.8,7.82,-3.5,47.08,-0.01,0.07
82%,84%,34,12.97,6.04,4.67,37.86,-0.2,-0.2
74%,83%,37.1,15.18,6.03,6.23,37.96,0,-0.19
95%,106%,38.41,17.11,8.09,-3.68,51.34,0.35,0.36
108%,122%,32.88,17.09,9.53,4.48,61.2,0.19,0.61
105%,113%,39.13,15.36,9.84,2.01,63.58,0.04,0.24
119%,133%,38.26,18.91,12.79,3.56,83.19,0.31,0.36
139%,151%,33.63,23.12,16.32,3.98,106.57,0.28,0.68
107%,114%,45.88,18.55,12.89,-8.66,85.89,-0.19,0.03
115%,123%,44.96,21.1,14.56,-6.48,97.9,0.14,-0.08
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
238%,186%,10.55,29.88,2.71,1.15,17.33,,
198%,189%,6.43,30.44,3.72,3.34,23.29,0.34,
142%,129%,7.14,22.88,3.24,4.41,20.02,-0.14,0.16
136%,126%,9.22,23.49,3.76,4.88,23.61,0.18,0.01
87%,110%,18.7,78.17,2.89,4.4,17.98,-0.24,-0.1
86%,117%,31.87,17.02,3.36,-5.59,21.1,0.17,-0.11
82%,130%,55.6,19.98,4.17,-3.77,25.98,0.23,0.44
57%,92%,39.42,17.92,3.34,1.56,21.24,-0.18,0.01
76%,104%,29.36,17.38,3.62,0.4,23.98,0.13,-0.08
216%,124%,35.34,20.28,4.72,-0.02,34.28,0.43,0.61
222%,163%,57.77,25.33,6.81,1.57,52.19,0.52,1.18
247%,218%,31.29,38.08,12,0.2,77.69,0.49,1.27
264%,195%,30.96,37.55,11.08,0.19,72.09,-0.07,0.38
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
117%,130%,101.86,18.19,18.94,4.19,22.01,,
94%,97%,107.35,14.59,15.5,-4.29,18.09,-0.18,
105%,103%,118.52,20.61,15.6,-2.62,19.17,0.06,-0.13
96%,99%,127.45,18.18,14.01,-7.8,19.09,0,0.06
61%,62%,191.31,8.42,8.11,160.95,11.28,-0.41,-0.41
86%,96%,111.69,12.08,12.9,-17.82,19.08,0.69,0
84%,88%,108.72,10.25,11.33,-9.85,19.27,0.01,0.71
78%,83%,112.12,12.17,9.21,28.09,18.98,-0.02,-0.01
126%,123%,71.73,14.03,15.95,10.68,32.68,0.72,0.7
130%,127%,64.21,13.9,17.78,6.45,38.08,0.17,1.01
125%,121%,54.24,14.35,17.34,11.47,41.19,0.08,0.26
80%,74%,102.55,11.09,9.81,-10.18,24.72,-0.4,-0.35
86%,85%,114,15.22,10.19,-9,25.57,0.03,-0.38
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
247%,199%,5.79,32.19,6.59,1.27,30.42,,
222%,163%,5.89,23.28,7.17,1.31,33.18,0.09,
305%,185%,6.07,23.69,12.03,1.18,55.66,0.68,0.83
354%,201%,8.27,24.94,21.05,1.07,97,0.74,1.92
61%,35%,25,5.51,3.88,2.55,19.17,-0.8,-0.66
76%,51%,22.34,8.77,6.15,8.01,30.7,0.6,-0.68
71%,54%,21.59,10.51,6.02,8.7,30.99,0.01,0.62
98%,75%,21.56,14.91,7.75,13.88,39.81,0.28,0.3
127%,88%,22.31,14.76,7.97,4.38,40.75,0.02,0.31
133%,101%,19.6,14.8,9.01,4.62,46.19,0.13,0.16
151%,128%,19.56,28.1,10.13,-7.2,52.83,0.14,0.3
137%,100%,23.3,15.55,7.05,-20.18,37.17,-0.3,-0.2
187%,151%,17.43,19.77,9.95,4.64,52.79,0.42,0
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,109%, -   ,11.74,50.39,-0.36,104.76,,
,110%, -   ,11.5,56.38,-0.22,128.96,0.23,
,117%, -   ,9.89,80.39,-0.32,194.8,0.51,0.86
,101%, -   ,9.16,88.54,-0.32,226.64,0.16,0.76
,37%, -   ,17.67,33.78,-2.58,78.99,-0.65,-0.59
100%,73%, -   ,7.63,86.97,0.09,168.84,1.14,-0.26
100%,83%, -   ,12.76,85.35,1.49,168.16,0,1.13
67%,49%, -   ,20.05,43.9,0.82,90.43,-0.46,-0.46
103%,91%, -   ,9.03,59.33,0.95,127.56,0.41,-0.24
75%,117%, -   ,11.47,79.12,-3.16,177.26,0.39,0.96
128%,114%, -   ,11.36,83.4,-0.09,193.83,0.09,0.52
143%,106%, -   ,14.85,75.6,-0.01,180.23,-0.07,0.02
151%,115%, -   ,16.8,84.06,0.11,211.38,0.17,0.09
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
123%,151%,354.64,23.27,2.57,-0.39,14.66,,
118%,111%,313.06,14.98,3.07,0.13,17.38,0.19,
188%,135%,222.3,-11.28,3.74,-0.95,20.99,0.21,0.43
242%,106%,165.27,10.65,6.78,-0.45,28.22,0.34,0.62
,19%,800.5,-18.66,1.44,-49.04,5.97,-0.79,-0.72
85%,39%,290.43,-9.1,3.42,2.79,14.1,1.36,-0.5
64%,,447.85,-13.31,2.88,5.35,11.85,-0.16,0.98
68%,61%,418.42,11.25,3.47,0.49,14.17,0.2,0
,88%,385.37,18.66,3.38,-0.36,13.81,-0.03,0.17
,112%,210.69,10.46,5.91,-1.02,23.85,0.73,0.68
,69%,165.56,3.25,7.69,-0.51,28.57,0.2,1.07
135%,90%,151.67,29.17,8.72,-0.24,32.67,0.14,0.37
189%,90%,154.04,25.75,8.13,1.73,31.16,-0.05,0.09
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
136%,131%,9.94,21.28,6.04,10.2,66.62,,
123%,121%,9.78,18.81,6.38,2.61,71.1,0.07,
125%,102%,10.1,16.5,5.88,3.45,69.94,-0.02,0.05
146%,112%,9.44,17.72,6.91,3.35,87.52,0.25,0.23
124%,87%,9.66,13.21,5.9,2.43,78.84,-0.1,0.13
118%,102%,8.02,17.23,7,3.41,96.83,0.23,0.11
141%,127%,6.29,19.93,9.58,3.87,138.11,0.43,0.75
149%,146%,7.41,20.64,13.1,3.2,187.19,0.36,0.93
149%,137%,5.34,21.26,14.06,2.08,202.37,0.08,0.47
155%,148%,4.68,22.95,17.59,2.83,255.42,0.26,0.36
155%,132%,4.95,22.26,17.19,5.94,254.89,0,0.26
115%,98%,8.83,17.49,12.57,13.67,202.59,-0.21,-0.21
124%,105%,6.8,20.23,13.45,6.62,225.77,0.11,-0.11
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
385%,,363.51,-17.68,17.34,0.05,19.62,,
1133%,112%,142.9,13.65,31.85,-0.73,30.98,0.58,
348%,120%,152.46,13.92,30.99,1.01,31.05,0,0.58
430%,124%,63.6,10.3,33.37,13.63,37.91,0.22,0.22
143%,64%,152.97,7.42,16.25,3.29,18.18,-0.52,-0.41
322%,98%,96.01,23.69,27.14,1.12,30.09,0.66,-0.21
504%,141%,67.52,20.31,37.16,0.51,40.83,0.36,1.25
446%,105%,119.41,11.2,31.78,0.22,34.51,-0.15,0.15
537%,99%,136.98,12.21,32.23,0.14,34.69,0.01,-0.15
437%,135%,99.03,21.5,43.09,0.45,50.75,0.46,0.47
316%,92%,149.58,9.57,33.35,0.61,39.33,-0.23,0.13
223%,74%,157.43,-43.09,29.14,-9,34.04,-0.13,-0.33
289%,96%,73.34,-7.55,42.8,0.34,49.51,0.45,0.26
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
145%,241%,8.96,24.58,5.42,7.4,81.36,,
130%,175%,10.4,22.77,5.64,3.49,85.37,0.05,
219%,166%,6.99,24.75,7.62,1.33,116.8,0.37,0.44
82%,57%,21.91,23.92,2.42,0.97,41.39,-0.65,-0.52
47%,26%,39.55,-2.56,1.3,-0.51,18.8,-0.55,-0.84
63%,56%,28.89,13.28,2.08,-0.55,29.89,0.59,-0.28
102%,88%,22.99,23.98,3.19,-5.87,45.57,0.52,1.42
84%,71%,34.9,8.67,2.66,-7,39.6,-0.13,0.32
118%,97%,19.88,26.57,3.69,0.53,54.2,0.37,0.19
162%,174%,13.83,31.97,7.31,0.49,107.43,0.98,1.71
143%,174%,17.83,24.57,8.47,0.5,118.94,0.11,1.19
92%,90%,25.51,14.39,5.03,0.67,71.82,-0.4,-0.33
124%,131%,17.6,20.98,7.65,1.93,109.74,0.53,-0.08
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
96%,117%,59.27,20.19,3.44,-3.46,19.38,,
93%,113%,45.13,18.51,3.59,-4.15,20.18,0.04,
138%,121%,33.24,21.12,4.38,8.69,27.25,0.35,0.41
110%,98%,34.7,12.98,3.65,9.27,25.58,-0.06,0.27
115%,102%,27.42,14.59,4.06,4.66,29.17,0.14,0.07
134%,99%,25.45,12.93,4.4,1.32,32.06,0.1,0.25
221%,125%,15.24,17.22,6.48,0.98,47.18,0.47,0.62
146%,78%,29.55,11.31,4.1,7.01,31.89,-0.32,-0.01
126%,87%,26.75,14.08,4.63,-7.42,35.9,0.13,-0.24
192%,137%,24.78,25.35,7.21,-5.3,55.01,0.53,0.72
162%,133%,19.49,17.18,6.85,27.71,54.99,0,0.53
166%,148%,15.81,18.87,8.41,3.22,67.36,0.22,0.22
183%,167%,18.37,20.89,10.97,-28.07,87.94,0.31,0.6
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
74%,112%, -   ,14.47,5.73,0.54,24.74,,
74%,101%, -   ,13.42,5.32,1.06,23.75,-0.04,
86%,90%, -   ,12.37,5.59,0.4,23.75,0,-0.04
61%,74%, -   ,59.04,5.41,0.01,14.76,-0.38,-0.38
37%,46%, -   ,-17.41,2.8,0.04,7.66,-0.48,-0.68
17%,64%, -   ,-0.59,2.61,-0.84,3.65,-0.52,-0.75
42%,164%, -   ,36.16,5.94,-7.25,6.87,0.88,-0.1
45%,116%, -   ,9.31,4.75,1.43,5.49,-0.2,0.5
73%,107%, -   ,9.26,5.39,1.33,6.39,0.16,-0.07
108%,133%, -   ,13.4,8.02,0.64,9.65,0.51,0.76
162%,136%, -   ,14.61,8.54,0.26,10.52,0.09,0.65
162%,126%, -   ,13.65,8.79,0.23,11.06,0.05,0.15
169%,131%, -   ,17.69,13.62,0.09,12.56,0.14,0.19
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,, -   ,0,-0.45,0,,
,,, -   ,0,1.06,0,,
,,, -   ,0,1.52,0,,
70%,48%,101.47,20.89,2.59,-1.84,6.79,,
35%,37%,234.57,9.52,1.19,-2.49,3.19,-0.53,
84%,120%,145.77,44.67,2.3,-3.22,6.03,0.89,-0.11
141%,119%,130.61,11.76,2.43,1.54,6.35,0.05,0.99
161%,103%,170.7,8.13,2.13,0.6,5.47,-0.14,-0.09
199%,132%,97.73,21.85,3.52,-3.01,8.96,0.64,0.41
225%,198%,56.87,21.69,6.99,-12.5,17.57,0.96,2.21
303%,251%,53.26,28.19,11.15,1.92,27.91,0.59,2.11
351%,218%,51.1,27.76,11.55,1.36,29.43,0.05,0.68
220%,151%,76.76,18.77,9.22,0.67,24.4,-0.17,-0.13
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,, -   ,0,0.88,0,,
,,, -   ,0,15.59,0,,
,,,,0,2.09,0,,
,,,,0,0.84,0,,
,,,,0,0.29,0,,
,,, -   ,0,-5.7,0,,
,,, -   ,0,-4.62,0,,
131%,147%,252.11,4.43,9.64,3.72,22.03,,
141%,129%,204.57,8.64,13.37,3.12,30.17,0.37,
142%,144%,119.37,14.16,20.97,3.6,47.71,0.58,1.17
170%,176%,74.67,17.64,30.86,1.6,73.39,0.54,1.43
141%,138%,81.56,13.55,26.97,1.69,67.63,-0.08,0.42
128%,128%,72.21,11.3,26.75,3.48,71.39,0.06,-0.03
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,184%, -   ,27.45,2.02,-2.12,38.15,,
,179%, -   ,29.48,1.97,-2.82,33.9,-0.11,
,233%, -   ,32.84,3.15,-1.2,43.02,0.27,0.13
,240%,2.13,31.25,3.82,-0.47,44.69,0.04,0.32
,169%,2.54,15.29,4.42,-0.72,42.2,-0.06,-0.02
,157%,3.29,29.74,5.47,-1.24,44.32,0.05,-0.01
,163%,5.13,57.4,7.01,-0.9,47.64,0.07,0.13
,234%,6.81,60.59,10.49,-0.77,54.53,0.14,0.23
,296%,7.54,62.54,15.96,-0.96,61.29,0.12,0.29
100%,439%,11.96,191.32,15.51,-0.79,53.57,-0.13,-0.02
117%,553%,8.28,52.19,24.88,-0.17,75.67,0.41,0.23
104%,351%,10.25,29.07,24.14,0.43,68.03,-0.1,0.27
95%,242%,12.26,27.72,22.71,0.6,62.64,-0.08,-0.17
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
601%,152%, -   ,22.52,3.34,0.2,25,,
713%,133%, -   ,20.61,3.14,0.01,23.08,-0.08,
922%,135%, -   ,12.5,6.6,-0.03,33.24,0.44,0.33
,101%,9.23,11.59,6.81,-0.03,31.4,-0.06,0.36
171%,72%,10.85,14.01,6.33,0.12,25.07,-0.2,-0.25
130%,95%,14.32,68.93,8.09,-1.64,27.57,0.1,-0.12
144%,142%,11.78,33.22,12.32,2.63,33.22,0.2,0.33
165%,192%,9.12,28.99,15.28,0.22,37.4,0.13,0.36
187%,169%,8.88,21.46,18.48,-0.01,40.77,0.09,0.23
122%,127%,11.72,15.39,14.98,0.23,32.79,-0.2,-0.12
158%,132%,13.29,19.88,18.28,0.39,39.75,0.21,-0.03
130%,113%,16.2,-28.53,16.07,0.82,34.52,-0.13,0.05
134%,89%,68.2,-365.75,13.69,-0.36,29.26,-0.15,-0.26
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
153%,140%,255.19,18.26,90.15,1.2,41.26,,
140%,118%,313.34,14.91,86.13,0.95,40.55,-0.02,
130%,106%,317.4,14.6,80.26,0.76,40.74,0,-0.01
96%,79%,414.69,12.93,51.78,33.55,30.64,-0.25,-0.24
72%,62%,518.02,16.07,36.3,-1.08,21.53,-0.3,-0.47
91%,91%,369.98,17.84,47.56,-4.84,28.01,0.3,-0.09
105%,126%,275.28,18.29,59.68,-404.61,36.77,0.31,0.71
113%,137%,211.22,17.97,68.23,210.94,44.39,0.21,0.58
152%,172%,171.28,22.31,101.12,-6.26,66.92,0.51,0.82
143%,158%,139.87,20.44,110.2,-13.18,76.85,0.15,0.73
161%,169%,107.92,22.17,140.55,-107.48,104.42,0.36,0.56
157%,160%,99.59,23.03,157.45,-34.45,125.76,0.2,0.64
144%,137%,109.68,21.29,151.17,-48.79,131.57,0.05,0.26
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
122%,114%,171.05,8.61,7.56,4.58,27.46,,
240%,156%,152.52,10.76,11.8,0.07,42.27,0.54,
256%,142%,135.95,8.15,15.62,-0.1,49.57,0.17,0.81
,223%,79.56,17.57,32.34,-0.18,100.86,1.03,1.39
394%,100%,144.11,7.41,17.49,-0.04,53.64,-0.47,0.08
668%,132%,113.22,26.65,19.8,0.08,60.5,0.13,-0.4
722%,144%,99.46,11.83,25.85,-0.09,76.54,0.27,0.43
663%,111%,142.61,11.34,19.31,-0.3,56.8,-0.26,-0.06
,93%,158.27,8.9,18.09,-0.6,52.96,-0.07,-0.31
,108%,79.01,5.6,27,-1.3,83,0.57,0.46
,84%,65.71,9.8,21.1,1.09,73.82,-0.11,0.39
,50%,54.21,-4.5,13.87,0.71,48.48,-0.34,-0.42
,61%,49.63,-4.99,16.7,1.68,52.73,0.09,-0.29
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
79%,119%, -   ,9.73,20.39,0.11,69.31,,
95%,120%, -   ,11.54,25.95,0.16,85.89,0.24,
95%,110%, -   ,10.74,30.17,0.17,93.31,0.09,0.35
75%,89%, -   ,9.44,27.38,0.2,87.19,-0.07,0.02
17%,17%, -   ,-1.83,4.94,-0.39,16.42,-0.81,-0.82
27%,23%, -   ,-7.94,8.91,-0.18,23.26,0.42,-0.73
34%,70%, -   ,11.04,11.78,0.13,26.49,0.14,0.61
,57%, -   ,11.61,7.19,0,16.25,-0.39,-0.3
63%,111%, -   ,-132,9.79,-0.13,22.44,0.38,-0.15
136%,315%, -   ,100.64,16.42,-0.15,36.23,0.61,1.23
151%,261%, -   ,24.1,17.69,-0.1,41.69,0.15,0.86
148%,173%, -   ,10.97,17.46,-0.11,43.46,0.04,0.2
135%,133%, -   ,13.8,18.08,-0.37,47.87,0.1,0.15
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
162%,126%,19.3,20.25,17.88,2.87,60.75,,
119%,93%,16.96,15.1,14.11,3.03,51.49,-0.15,
162%,110%,22.64,17.93,18.18,5.65,70.47,0.37,0.16
101%,74%,40.79,12.49,11.14,181.29,46.71,-0.34,-0.09
38%,30%,154.59,6.08,3.95,0.12,16.97,-0.64,-0.76
65%,46%,90.01,-105,5.9,0.03,25.2,0.48,-0.46
78%,100%,58.08,55.92,8.17,0.27,34.67,0.38,1.04
86%,124%,69.43,15.24,8.96,26.12,38.87,0.12,0.54
99%,153%,30.78,17.95,11.04,10.67,48.83,0.26,0.41
142%,173%,36.24,21.11,15.23,4.78,69.24,0.42,0.78
118%,147%,36.25,16.99,13.97,-7.94,65.91,-0.05,0.35
81%,89%,60.64,12.3,8.38,3.4,45.39,-0.31,-0.34
101%,112%,42.45,15.71,10.63,3.6,60.16,0.33,-0.09
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
263%,523%,3.86,45.84,1.28,11.18,14.44,,
396%,586%,7.65,77.71,2.29,0.06,21.76,0.51,
208%,452%,5.86,35.47,3.36,0.21,30.5,0.4,1.11
112%,,17.63,-12.31,4.96,0.05,19.33,-0.37,-0.11
83%,,20.15,-1.89,4.21,0.21,16.34,-0.15,-0.46
76%,,27.6,-66.71,4.15,-0.38,16.01,-0.02,-0.17
73%,,33.49,25.78,3.99,-4.55,15.21,-0.05,-0.07
101%,,32.71,-72.21,5.37,0.24,20.22,0.33,0.26
102%,,52.71,-4.74,5.61,0.47,20.65,0.02,0.36
129%,,25.47,405.5,6.76,-0.51,24.33,0.18,0.2
167%,,24.11,86.96,11.05,-1.73,39.13,0.61,0.89
142%,,23.23,33.47,10.77,-1.52,38.83,-0.01,0.6
124%,,23.09,33.67,10.87,-6.08,39.06,0.01,0
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
103%,108%,248.2,24.28,29.93,-39.98,35.21,,
108%,111%,281.59,19.29,30.72,13.76,37.04,0.05,
113%,117%,225.32,17.85,36.01,6.93,44.98,0.21,0.28
128%,130%,195.05,19.37,45.7,111.82,61.22,0.36,0.65
62%,60%,376.5,8.68,23.71,5.49,32.64,-0.47,-0.27
67%,72%,285.97,19.01,29.79,4.65,38.98,0.19,-0.36
86%,100%,221.66,20.41,41.39,4.2,52.86,0.36,0.62
96%,109%,227.15,20.7,41.86,6.89,54.04,0.02,0.39
113%,113%,206.7,17.1,49.4,11.63,63.11,0.17,0.19
161%,143%,156.09,18.47,71.21,5.44,90.85,0.44,0.68
155%,132%,148.7,18.64,77.71,-21.87,99.35,0.09,0.57
144%,118%,178.39,17.05,79.37,-8.1,102.98,0.04,0.13
139%,116%,159.53,18.06,87.01,4.17,114.17,0.11,0.15
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
283%,330%,2.96,24.55,3.14,-3.54,30.2,,
203%,125%,11.49,8.31,2.39,-0.12,23.03,-0.24,
244%,102%,6.9,7.69,3.4,-0.34,32.83,0.43,0.09
,91%,7.15,9.95,4.54,-0.48,43.19,0.32,0.88
1016%,78%,7.64,11.94,4.17,-0.35,39.53,-0.08,0.2
326%,92%,5.75,27.9,4.28,0.07,40.46,0.02,-0.06
194%,93%,10.26,10.18,4.35,0.92,40.6,0,0.03
194%,112%,8.01,8.92,5.03,0.25,47.61,0.17,0.18
255%,128%,6.56,10.15,7.36,0.33,68.95,0.45,0.7
361%,152%,5.18,15.15,10.59,0.44,97.87,0.42,1.06
137%,82%,7.37,12.21,5.09,1.01,47.26,-0.52,-0.31
151%,116%,4.91,-124.63,7.27,-3.23,67.3,0.42,-0.31
129%,135%,4.74,-128.89,7.52,-2.73,69.6,0.03,0.47
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,0,,0,,
,,,,0,,0,,
,,, -   ,0,0.31,0,,
,128%,"1,494.09",10.99,27.64,4.1,14.72,,
100%,148%,"1,002.71",12.35,37.44,4.52,22.47,0.53,
121%,126%,970.33,12.69,36.91,-0.94,23.22,0.03,0.58
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
88%,153%,"2,471.33",15.52,36.12,-8.38,12.73,,
91%,138%,"2,038.09",8.07,48.06,-3.66,17.59,0.38,
106%,140%,"1,673.49",8.75,60.53,3.53,23.46,0.33,0.84
61%,78%,"3,045.97",5.35,41.97,1.32,17.38,-0.26,-0.01
71%,85%,"1,995.50",6.86,50.97,1.36,21.55,0.24,-0.08
72%,70%,"2,587.90",5.17,42.07,2.07,19.09,-0.11,0.1
54%,45%,"4,175.66",3.64,24.05,2.03,12.08,-0.37,-0.44
30%,23%,"7,419.08",-0.98,12.35,-1.7,6.29,-0.48,-0.67
55%,50%,"4,115.82",4.22,21.1,-1.01,11.06,0.76,-0.08
86%,81%,"2,684.78",6.22,29.96,-3.68,16.29,0.47,1.59
71%,78%,"3,446.98",4.94,22.08,2.17,12.24,-0.25,0.11
99%,106%,"1,298.00",10.13,24.79,-0.35,14.49,0.18,-0.11
144%,124%,"1,239.00",10.69,25.31,-0.16,15.18,0.05,0.24
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
125%,103%,89.64,13.48,8.26,7.55,24.93,,
104%,88%,126.74,15.53,7.5,6.88,22.83,-0.08,
126%,87%,230.91,-17,7.31,0.12,22.61,-0.01,-0.09
150%,85%,142.26,-23.27,7.13,1.29,21.87,-0.03,-0.04
71%,68%,158.41,10.44,5.14,-3.58,15.14,-0.31,-0.33
82%,89%,126.79,12.8,5.92,-2.14,18.31,0.21,-0.16
78%,91%,128.09,13.2,5.28,216.21,17.29,-0.06,0.14
80%,87%,171.87,16.52,4.29,-1.32,14.7,-0.15,-0.2
139%,154%,72.54,17.56,7.56,-2.07,27.74,0.89,0.6
